round_number,tick,user_steamid,user_name,weapon,is_firearm_shot,silenced
1,2968,76561198049602148,Moon,weapon_glock,True,False
1,2977,76561199433997570,Simple Dimple skins.army,weapon_usp_silencer,True,True
1,2982,76561198049602148,Moon,weapon_glock,True,False
1,3010,76561198049602148,Moon,weapon_glock,True,False
1,3027,76561198049602148,Moon,weapon_glock,True,False
1,3043,76561198002613044,frees.tyler,weapon_glock,True,False
1,3051,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_knife,False,False
1,3055,76561198002613044,frees.tyler,weapon_glock,True,False
1,3154,76561198002613044,frees.tyler,weapon_hegrenade,False,False
1,3285,76561199557907229,shawty#)$@,weapon_p250,True,False
1,3307,76561198049602148,Moon,weapon_glock,True,False
1,3487,76561198049602148,Moon,weapon_glock,True,False
1,3505,76561199557907229,shawty#)$@,weapon_p250,True,False
1,3551,76561199557907229,shawty#)$@,weapon_p250,True,False
1,3564,76561198274174345,zig,weapon_glock,True,False
1,3585,76561198274174345,zig,weapon_glock,True,False
1,3614,76561198274174345,zig,weapon_glock,True,False
1,3626,76561199557907229,shawty#)$@,weapon_p250,True,False
1,3635,76561198274174345,zig,weapon_glock,True,False
1,3648,76561198002613044,frees.tyler,weapon_glock,True,False
1,3652,76561198274174345,zig,weapon_glock,True,False
1,3653,76561199557907229,shawty#)$@,weapon_p250,True,False
1,3664,76561198002613044,frees.tyler,weapon_glock,True,False
1,3669,76561198274174345,zig,weapon_glock,True,False
1,3669,76561199052717313,Worfy,weapon_glock,True,False
1,3709,76561199052717313,Worfy,weapon_glock,True,False
1,3761,76561198002613044,frees.tyler,weapon_smokegrenade,False,False
1,3932,76561199052717313,Worfy,weapon_knife_push,False,False
1,4186,76561199052717313,Worfy,weapon_knife_push,False,False
1,4487,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,4498,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,4509,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,4904,76561199557907229,shawty#)$@,weapon_knife,False,False
1,4930,76561199557907229,shawty#)$@,weapon_knife,False,False
1,4955,76561199557907229,shawty#)$@,weapon_knife,False,False
1,4987,76561199557907229,shawty#)$@,weapon_knife,False,False
1,5013,76561199557907229,shawty#)$@,weapon_knife,False,False
1,5039,76561199557907229,shawty#)$@,weapon_knife,False,False
1,5064,76561199557907229,shawty#)$@,weapon_knife,False,False
1,5090,76561199557907229,shawty#)$@,weapon_knife,False,False
1,5115,76561199557907229,shawty#)$@,weapon_knife,False,False
1,5141,76561199557907229,shawty#)$@,weapon_knife,False,False
1,5167,76561199557907229,shawty#)$@,weapon_knife,False,False
1,5192,76561199557907229,shawty#)$@,weapon_knife,False,False
1,5458,76561199052717313,Worfy,weapon_smokegrenade,False,False
1,5717,76561198002613044,frees.tyler,weapon_glock,True,False
1,5728,76561199557907229,shawty#)$@,weapon_p250,True,False
1,5732,76561198002613044,frees.tyler,weapon_glock,True,False
1,5738,76561199557907229,shawty#)$@,weapon_p250,True,False
1,5744,76561198002613044,frees.tyler,weapon_glock,True,False
1,5747,76561199557907229,shawty#)$@,weapon_p250,True,False
1,5758,76561198002613044,frees.tyler,weapon_glock,True,False
1,5775,76561198002613044,frees.tyler,weapon_glock,True,False
1,5798,76561198002613044,frees.tyler,weapon_glock,True,False
1,5817,76561198002613044,frees.tyler,weapon_glock,True,False
1,5838,76561198002613044,frees.tyler,weapon_glock,True,False
1,5838,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,5849,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,5850,76561198002613044,frees.tyler,weapon_glock,True,False
1,5861,76561198002613044,frees.tyler,weapon_glock,True,False
1,5861,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,5871,76561198002613044,frees.tyler,weapon_glock,True,False
1,5872,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,5872,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,5883,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,5889,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,5894,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,5900,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,6313,76561198049602148,Moon,weapon_glock,True,False
1,6316,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,6325,76561198049602148,Moon,weapon_glock,True,False
1,6329,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,6340,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,6441,76561198274174345,zig,weapon_glock,True,False
1,6457,76561198274174345,zig,weapon_glock,True,False
1,6463,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,6474,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,6908,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,6908,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,6918,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,6926,76561198274174345,zig,weapon_glock,True,False
1,6929,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,6936,76561198274174345,zig,weapon_glock,True,False
1,6940,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,6947,76561198274174345,zig,weapon_glock,True,False
1,6951,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,6956,76561198274174345,zig,weapon_glock,True,False
1,6962,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_usp_silencer,True,True
1,6970,76561198274174345,zig,weapon_glock,True,False
1,6980,76561198274174345,zig,weapon_glock,True,False
1,6980,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,6989,76561198274174345,zig,weapon_glock,True,False
1,6997,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,7014,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,7031,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
1,8275,76561199826895670,RME | Пацан,weapon_usp_silencer,True,True
2,9584,76561199557907229,shawty#)$@,weapon_knife,False,False
2,9610,76561199557907229,shawty#)$@,weapon_knife,False,False
2,9680,76561199557907229,shawty#)$@,weapon_knife,False,False
2,9706,76561199557907229,shawty#)$@,weapon_knife,False,False
2,9738,76561199557907229,shawty#)$@,weapon_knife,False,False
2,9743,76561199052717313,Worfy,weapon_knife_push,False,False
2,9763,76561199068251294,prosto bo$$,weapon_knife,False,False
2,9770,76561199557907229,shawty#)$@,weapon_knife,False,False
2,9795,76561199557907229,shawty#)$@,weapon_knife,False,False
2,9807,76561199068251294,prosto bo$$,weapon_knife,False,False
2,9817,76561198171814417,Faat,weapon_ssg08,True,False
2,9823,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_ssg08,True,False
2,9841,76561199557907229,shawty#)$@,weapon_knife,False,False
2,9849,76561199433997570,Simple Dimple skins.army,weapon_knife,False,False
2,9866,76561199557907229,shawty#)$@,weapon_knife,False,False
2,9873,76561199068251294,prosto bo$$,weapon_knife,False,False
2,9892,76561199557907229,shawty#)$@,weapon_knife,False,False
2,9909,76561199068251294,prosto bo$$,weapon_knife,False,False
2,9944,76561199068251294,prosto bo$$,weapon_knife,False,False
2,10005,76561198002613044,frees.tyler,weapon_flashbang,False,False
2,10033,76561199068251294,prosto bo$$,weapon_knife,False,False
2,10054,76561198171814417,Faat,weapon_ssg08,True,False
2,10136,76561199052717313,Worfy,weapon_deagle,True,False
2,10162,76561199068251294,prosto bo$$,weapon_m4a1_silencer,True,True
2,10169,76561199068251294,prosto bo$$,weapon_m4a1_silencer,True,True
2,10188,76561198171814417,Faat,weapon_ssg08,True,False
2,10203,76561199052717313,Worfy,weapon_deagle,True,False
2,10204,76561199557907229,shawty#)$@,weapon_incgrenade,False,False
2,10256,76561198002613044,frees.tyler,weapon_flashbang,False,False
2,10281,76561198049602148,Moon,weapon_smokegrenade,False,False
2,10607,76561198171814417,Faat,weapon_ssg08,True,False
2,10827,76561198049602148,Moon,weapon_mp7,True,False
2,10860,76561199052717313,Worfy,weapon_knife_push,False,False
2,11087,76561198049602148,Moon,weapon_mp7,True,False
2,11092,76561198049602148,Moon,weapon_mp7,True,False
2,11098,76561198049602148,Moon,weapon_mp7,True,False
2,11102,76561199826895670,RME | Пацан,weapon_deagle,True,False
2,11103,76561198049602148,Moon,weapon_mp7,True,False
2,11108,76561198049602148,Moon,weapon_mp7,True,False
2,11113,76561198049602148,Moon,weapon_mp7,True,False
2,11118,76561198049602148,Moon,weapon_mp7,True,False
2,11121,76561199826895670,RME | Пацан,weapon_deagle,True,False
2,11123,76561198049602148,Moon,weapon_mp7,True,False
2,11128,76561198049602148,Moon,weapon_mp7,True,False
2,11133,76561198049602148,Moon,weapon_mp7,True,False
2,11136,76561199826895670,RME | Пацан,weapon_deagle,True,False
2,11139,76561198049602148,Moon,weapon_mp7,True,False
2,11144,76561198049602148,Moon,weapon_mp7,True,False
2,11149,76561198049602148,Moon,weapon_mp7,True,False
2,11154,76561198049602148,Moon,weapon_mp7,True,False
2,11158,76561198002613044,frees.tyler,weapon_hegrenade,False,False
2,11159,76561198049602148,Moon,weapon_mp7,True,False
2,11198,76561199557907229,shawty#)$@,weapon_smokegrenade,False,False
2,11330,76561199557907229,shawty#)$@,weapon_knife,False,False
2,11356,76561199557907229,shawty#)$@,weapon_knife,False,False
2,11382,76561199557907229,shawty#)$@,weapon_knife,False,False
2,11407,76561199557907229,shawty#)$@,weapon_knife,False,False
2,11429,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11433,76561199557907229,shawty#)$@,weapon_knife,False,False
2,11436,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11441,76561198274174345,zig,weapon_tec9,True,False
2,11442,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11449,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11452,76561198274174345,zig,weapon_tec9,True,False
2,11455,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11458,76561199557907229,shawty#)$@,weapon_knife,False,False
2,11461,76561198274174345,zig,weapon_tec9,True,False
2,11461,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11468,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11474,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11481,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11484,76561199557907229,shawty#)$@,weapon_knife,False,False
2,11487,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11510,76561199557907229,shawty#)$@,weapon_knife,False,False
2,11535,76561199557907229,shawty#)$@,weapon_knife,False,False
2,11554,76561198002613044,frees.tyler,weapon_smokegrenade,False,False
2,11554,76561199068251294,prosto bo$$,weapon_knife,False,False
2,11561,76561199557907229,shawty#)$@,weapon_knife,False,False
2,11578,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11585,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11591,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11598,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,11600,76561199068251294,prosto bo$$,weapon_knife,False,False
2,12075,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12079,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12084,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12088,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12093,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12097,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12102,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12106,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12111,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12115,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12120,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12124,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12129,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12133,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12138,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12142,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12147,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12151,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12155,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12160,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12164,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12169,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12173,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12178,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12182,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12185,76561199068251294,prosto bo$$,weapon_knife,False,False
2,12187,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12191,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12196,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12200,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12205,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,12565,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,12572,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,12582,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,12588,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,12665,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,12670,76561198171814417,Faat,weapon_ssg08,True,False
2,12671,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,12690,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,12697,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,12814,76561199068251294,prosto bo$$,weapon_knife,False,False
2,13002,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13027,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13053,76561199433997570,Simple Dimple skins.army,weapon_knife,False,False
2,13053,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13078,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13097,76561199433997570,Simple Dimple skins.army,weapon_knife,False,False
2,13104,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13136,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13162,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13194,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13219,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13245,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13270,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13302,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13334,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13360,76561199557907229,shawty#)$@,weapon_knife,False,False
2,13418,76561199068251294,prosto bo$$,weapon_knife,False,False
2,13478,76561199068251294,prosto bo$$,weapon_knife,False,False
2,13543,76561199068251294,prosto bo$$,weapon_knife,False,False
2,13819,76561199068251294,prosto bo$$,weapon_knife,False,False
2,14259,76561198049602148,Moon,weapon_mp7,True,False
2,14264,76561198049602148,Moon,weapon_mp7,True,False
2,14268,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,14269,76561198049602148,Moon,weapon_mp7,True,False
2,14274,76561198049602148,Moon,weapon_mp7,True,False
2,14274,76561199433997570,Simple Dimple skins.army,weapon_m4a1_silencer,True,True
2,14279,76561198049602148,Moon,weapon_mp7,True,False
2,14283,76561199557907229,shawty#)$@,weapon_flashbang,False,False
2,14284,76561198049602148,Moon,weapon_mp7,True,False
2,14289,76561198049602148,Moon,weapon_mp7,True,False
2,14294,76561198049602148,Moon,weapon_mp7,True,False
2,14300,76561198049602148,Moon,weapon_mp7,True,False
2,14305,76561198049602148,Moon,weapon_mp7,True,False
2,14402,76561198171814417,Faat,weapon_ssg08,True,False
2,14407,76561198049602148,Moon,weapon_mp7,True,False
2,14410,76561199068251294,prosto bo$$,weapon_m4a1_silencer,True,True
2,14412,76561198049602148,Moon,weapon_mp7,True,False
2,14417,76561198049602148,Moon,weapon_mp7,True,False
2,14417,76561199068251294,prosto bo$$,weapon_m4a1_silencer,True,True
2,14422,76561198049602148,Moon,weapon_mp7,True,False
2,14423,76561199068251294,prosto bo$$,weapon_m4a1_silencer,True,True
2,14429,76561199068251294,prosto bo$$,weapon_m4a1_silencer,True,True
2,14432,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14436,76561199068251294,prosto bo$$,weapon_m4a1_silencer,True,True
2,14437,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14441,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14442,76561199068251294,prosto bo$$,weapon_m4a1_silencer,True,True
2,14446,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14450,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14455,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14459,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14464,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14686,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14691,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14695,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14700,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14705,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14710,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14715,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14718,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14719,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14722,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14724,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14727,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14729,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14731,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14734,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14736,76561199557907229,shawty#)$@,weapon_mp9,True,False
2,14739,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14743,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14748,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14753,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14758,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14763,76561198002613044,frees.tyler,weapon_mac10,True,False
2,14930,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14935,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14939,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14942,76561199068251294,prosto bo$$,weapon_m4a1_silencer,True,True
2,14944,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14948,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14949,76561199068251294,prosto bo$$,weapon_m4a1_silencer,True,True
2,14953,76561198171814417,Faat,weapon_ssg08,True,False
2,14953,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14957,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14962,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14966,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14971,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14975,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14980,76561198002613044,frees.tyler,weapon_mp9,True,False
2,14984,76561198002613044,frees.tyler,weapon_mp9,True,False
3,16682,76561199826895670,RME | Пацан,weapon_knife_canis,False,False
3,16771,76561199557907229,shawty#)$@,weapon_knife,False,False
3,16797,76561199557907229,shawty#)$@,weapon_knife,False,False
3,16875,76561199068251294,prosto bo$$,weapon_deagle,True,False
3,16940,76561198171814417,Faat,weapon_ssg08,True,False
3,16978,76561199068251294,prosto bo$$,weapon_deagle,True,False
3,17023,76561199068251294,prosto bo$$,weapon_deagle,True,False
3,17030,76561199433997570,Simple Dimple skins.army,weapon_deagle,True,False
3,17056,76561199068251294,prosto bo$$,weapon_deagle,True,False
3,17116,76561199557907229,shawty#)$@,weapon_smokegrenade,False,False
3,17133,76561198049602148,Moon,weapon_flashbang,False,False
3,17281,76561198049602148,Moon,weapon_flashbang,False,False
3,17284,76561199068251294,prosto bo$$,weapon_knife,False,False
3,17326,76561198274174345,zig,weapon_galilar,True,False
3,17326,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17331,76561198274174345,zig,weapon_galilar,True,False
3,17332,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17337,76561198274174345,zig,weapon_galilar,True,False
3,17339,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17343,76561198274174345,zig,weapon_galilar,True,False
3,17345,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17349,76561198274174345,zig,weapon_galilar,True,False
3,17352,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17354,76561198274174345,zig,weapon_galilar,True,False
3,17358,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17364,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17371,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17393,76561199433997570,Simple Dimple skins.army,weapon_hegrenade,False,False
3,17418,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17425,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17431,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17437,76561199826895670,RME | Пацан,weapon_m4a1_silencer,True,True
3,17479,76561199068251294,prosto bo$$,weapon_knife,False,False
3,17540,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17543,76561199052717313,Worfy,weapon_smokegrenade,False,False
3,17544,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17549,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17553,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17558,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17562,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17566,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17571,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17575,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17577,76561199256543526,Wybaczam.oficjalnie skins.army,weapon_knife,False,False
3,17580,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17584,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17589,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17593,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17598,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17602,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17607,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17611,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17616,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17620,76561198002613044,frees.tyler,weapon_mp9,True,False
3,17625,76561198002613044,frees.tyler,weapon_mp9,True,False
