silenced,tick,user_name,user_steamid,weapon
False,3761,frees.tyler,76561198002613044,weapon_smokegrenade
False,3932,Worfy,76561199052717313,weapon_knife_push
False,4186,Worfy,76561199052717313,weapon_knife_push
True,4487,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
True,4498,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
True,4509,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
False,4904,shawty#)$@,76561199557907229,weapon_knife
False,4930,shawty#)$@,76561199557907229,weapon_knife
False,4955,shawty#)$@,76561199557907229,weapon_knife
False,4987,shawty#)$@,76561199557907229,weapon_knife
False,5013,shawty#)$@,76561199557907229,weapon_knife
False,5039,shawty#)$@,76561199557907229,weapon_knife
False,5064,shawty#)$@,76561199557907229,weapon_knife
False,5090,shawty#)$@,76561199557907229,weapon_knife
False,5115,shawty#)$@,76561199557907229,weapon_knife
False,5141,shawty#)$@,76561199557907229,weapon_knife
False,5167,shawty#)$@,76561199557907229,weapon_knife
False,5192,shawty#)$@,76561199557907229,weapon_knife
False,5458,Worfy,76561199052717313,weapon_smokegrenade
False,5717,frees.tyler,76561198002613044,weapon_glock
False,5728,shawty#)$@,76561199557907229,weapon_p250
False,5732,frees.tyler,76561198002613044,weapon_glock
False,5738,shawty#)$@,76561199557907229,weapon_p250
False,5744,frees.tyler,76561198002613044,weapon_glock
False,5747,shawty#)$@,76561199557907229,weapon_p250
False,5758,frees.tyler,76561198002613044,weapon_glock
False,5775,frees.tyler,76561198002613044,weapon_glock
False,5798,frees.tyler,76561198002613044,weapon_glock
False,5817,frees.tyler,76561198002613044,weapon_glock
False,5838,frees.tyler,76561198002613044,weapon_glock
True,5838,RME | Пацан,76561199826895670,weapon_usp_silencer
True,5849,RME | Пацан,76561199826895670,weapon_usp_silencer
False,5850,frees.tyler,76561198002613044,weapon_glock
False,5861,frees.tyler,76561198002613044,weapon_glock
True,5861,RME | Пацан,76561199826895670,weapon_usp_silencer
False,5871,frees.tyler,76561198002613044,weapon_glock
True,5872,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
True,5872,RME | Пацан,76561199826895670,weapon_usp_silencer
True,5883,RME | Пацан,76561199826895670,weapon_usp_silencer
True,5889,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
True,5894,RME | Пацан,76561199826895670,weapon_usp_silencer
True,5900,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
False,6313,Moon,76561198049602148,weapon_glock
True,6316,RME | Пацан,76561199826895670,weapon_usp_silencer
False,6325,Moon,76561198049602148,weapon_glock
True,6329,RME | Пацан,76561199826895670,weapon_usp_silencer
True,6340,RME | Пацан,76561199826895670,weapon_usp_silencer
False,6441,zig,76561198274174345,weapon_glock
False,6457,zig,76561198274174345,weapon_glock
True,6463,RME | Пацан,76561199826895670,weapon_usp_silencer
True,6474,RME | Пацан,76561199826895670,weapon_usp_silencer
True,6908,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
True,6908,RME | Пацан,76561199826895670,weapon_usp_silencer
True,6918,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
False,6926,zig,76561198274174345,weapon_glock
True,6929,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
False,6936,zig,76561198274174345,weapon_glock
True,6940,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
False,6947,zig,76561198274174345,weapon_glock
True,6951,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
False,6956,zig,76561198274174345,weapon_glock
True,6962,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_usp_silencer
False,6970,zig,76561198274174345,weapon_glock
False,6980,zig,76561198274174345,weapon_glock
True,6980,RME | Пацан,76561199826895670,weapon_usp_silencer
False,6989,zig,76561198274174345,weapon_glock
True,6997,RME | Пацан,76561199826895670,weapon_usp_silencer
True,7014,RME | Пацан,76561199826895670,weapon_usp_silencer
True,7031,RME | Пацан,76561199826895670,weapon_usp_silencer
True,8275,RME | Пацан,76561199826895670,weapon_usp_silencer
False,9584,shawty#)$@,76561199557907229,weapon_knife
False,9610,shawty#)$@,76561199557907229,weapon_knife
False,9680,shawty#)$@,76561199557907229,weapon_knife
False,9706,shawty#)$@,76561199557907229,weapon_knife
False,9738,shawty#)$@,76561199557907229,weapon_knife
False,9743,Worfy,76561199052717313,weapon_knife_push
False,9763,prosto bo$$,76561199068251294,weapon_knife
False,9770,shawty#)$@,76561199557907229,weapon_knife
False,9795,shawty#)$@,76561199557907229,weapon_knife
False,9807,prosto bo$$,76561199068251294,weapon_knife
False,9817,Faat,76561198171814417,weapon_ssg08
False,9823,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_ssg08
False,9841,shawty#)$@,76561199557907229,weapon_knife
False,9849,Simple Dimple skins.army,76561199433997570,weapon_knife
False,9866,shawty#)$@,76561199557907229,weapon_knife
False,9873,prosto bo$$,76561199068251294,weapon_knife
False,9892,shawty#)$@,76561199557907229,weapon_knife
False,9909,prosto bo$$,76561199068251294,weapon_knife
False,9944,prosto bo$$,76561199068251294,weapon_knife
False,10005,frees.tyler,76561198002613044,weapon_flashbang
False,10033,prosto bo$$,76561199068251294,weapon_knife
False,10054,Faat,76561198171814417,weapon_ssg08
False,10136,Worfy,76561199052717313,weapon_deagle
True,10162,prosto bo$$,76561199068251294,weapon_m4a1_silencer
True,10169,prosto bo$$,76561199068251294,weapon_m4a1_silencer
False,10188,Faat,76561198171814417,weapon_ssg08
False,10203,Worfy,76561199052717313,weapon_deagle
False,10204,shawty#)$@,76561199557907229,weapon_incgrenade
False,10256,frees.tyler,76561198002613044,weapon_flashbang
False,10281,Moon,76561198049602148,weapon_smokegrenade
False,10607,Faat,76561198171814417,weapon_ssg08
False,10827,Moon,76561198049602148,weapon_mp7
False,10860,Worfy,76561199052717313,weapon_knife_push
False,11087,Moon,76561198049602148,weapon_mp7
False,11092,Moon,76561198049602148,weapon_mp7
False,11098,Moon,76561198049602148,weapon_mp7
False,11102,RME | Пацан,76561199826895670,weapon_deagle
False,11103,Moon,76561198049602148,weapon_mp7
False,11108,Moon,76561198049602148,weapon_mp7
False,11113,Moon,76561198049602148,weapon_mp7
False,11118,Moon,76561198049602148,weapon_mp7
False,11121,RME | Пацан,76561199826895670,weapon_deagle
False,11123,Moon,76561198049602148,weapon_mp7
False,11128,Moon,76561198049602148,weapon_mp7
False,11133,Moon,76561198049602148,weapon_mp7
False,11136,RME | Пацан,76561199826895670,weapon_deagle
False,11139,Moon,76561198049602148,weapon_mp7
False,11144,Moon,76561198049602148,weapon_mp7
False,11149,Moon,76561198049602148,weapon_mp7
False,11154,Moon,76561198049602148,weapon_mp7
False,11158,frees.tyler,76561198002613044,weapon_hegrenade
False,11159,Moon,76561198049602148,weapon_mp7
False,11198,shawty#)$@,76561199557907229,weapon_smokegrenade
False,11330,shawty#)$@,76561199557907229,weapon_knife
False,11356,shawty#)$@,76561199557907229,weapon_knife
False,11382,shawty#)$@,76561199557907229,weapon_knife
False,11407,shawty#)$@,76561199557907229,weapon_knife
True,11429,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,11433,shawty#)$@,76561199557907229,weapon_knife
True,11436,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,11441,zig,76561198274174345,weapon_tec9
True,11442,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,11449,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,11452,zig,76561198274174345,weapon_tec9
True,11455,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,11458,shawty#)$@,76561199557907229,weapon_knife
False,11461,zig,76561198274174345,weapon_tec9
True,11461,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,11468,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,11474,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,11481,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,11484,shawty#)$@,76561199557907229,weapon_knife
True,11487,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,11510,shawty#)$@,76561199557907229,weapon_knife
False,11535,shawty#)$@,76561199557907229,weapon_knife
False,11554,frees.tyler,76561198002613044,weapon_smokegrenade
False,11554,prosto bo$$,76561199068251294,weapon_knife
False,11561,shawty#)$@,76561199557907229,weapon_knife
True,11578,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,11585,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,11591,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,11598,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,11600,prosto bo$$,76561199068251294,weapon_knife
False,12075,shawty#)$@,76561199557907229,weapon_mp9
False,12079,shawty#)$@,76561199557907229,weapon_mp9
False,12084,shawty#)$@,76561199557907229,weapon_mp9
False,12088,shawty#)$@,76561199557907229,weapon_mp9
False,12093,shawty#)$@,76561199557907229,weapon_mp9
False,12097,shawty#)$@,76561199557907229,weapon_mp9
False,12102,shawty#)$@,76561199557907229,weapon_mp9
False,12106,shawty#)$@,76561199557907229,weapon_mp9
False,12111,shawty#)$@,76561199557907229,weapon_mp9
False,12115,shawty#)$@,76561199557907229,weapon_mp9
False,12120,shawty#)$@,76561199557907229,weapon_mp9
False,12124,shawty#)$@,76561199557907229,weapon_mp9
False,12129,shawty#)$@,76561199557907229,weapon_mp9
False,12133,shawty#)$@,76561199557907229,weapon_mp9
False,12138,shawty#)$@,76561199557907229,weapon_mp9
False,12142,shawty#)$@,76561199557907229,weapon_mp9
False,12147,shawty#)$@,76561199557907229,weapon_mp9
False,12151,shawty#)$@,76561199557907229,weapon_mp9
False,12155,shawty#)$@,76561199557907229,weapon_mp9
False,12160,shawty#)$@,76561199557907229,weapon_mp9
False,12164,shawty#)$@,76561199557907229,weapon_mp9
False,12169,shawty#)$@,76561199557907229,weapon_mp9
False,12173,shawty#)$@,76561199557907229,weapon_mp9
False,12178,shawty#)$@,76561199557907229,weapon_mp9
False,12182,shawty#)$@,76561199557907229,weapon_mp9
False,12185,prosto bo$$,76561199068251294,weapon_knife
False,12187,shawty#)$@,76561199557907229,weapon_mp9
False,12191,shawty#)$@,76561199557907229,weapon_mp9
False,12196,shawty#)$@,76561199557907229,weapon_mp9
False,12200,shawty#)$@,76561199557907229,weapon_mp9
False,12205,shawty#)$@,76561199557907229,weapon_mp9
True,12565,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,12572,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,12582,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,12588,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,12665,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,12670,Faat,76561198171814417,weapon_ssg08
True,12671,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,12690,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
True,12697,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,12814,prosto bo$$,76561199068251294,weapon_knife
False,13002,shawty#)$@,76561199557907229,weapon_knife
False,13027,shawty#)$@,76561199557907229,weapon_knife
False,13053,Simple Dimple skins.army,76561199433997570,weapon_knife
False,13053,shawty#)$@,76561199557907229,weapon_knife
False,13078,shawty#)$@,76561199557907229,weapon_knife
False,13097,Simple Dimple skins.army,76561199433997570,weapon_knife
False,13104,shawty#)$@,76561199557907229,weapon_knife
False,13136,shawty#)$@,76561199557907229,weapon_knife
False,13162,shawty#)$@,76561199557907229,weapon_knife
False,13194,shawty#)$@,76561199557907229,weapon_knife
False,13219,shawty#)$@,76561199557907229,weapon_knife
False,13245,shawty#)$@,76561199557907229,weapon_knife
False,13270,shawty#)$@,76561199557907229,weapon_knife
False,13302,shawty#)$@,76561199557907229,weapon_knife
False,13334,shawty#)$@,76561199557907229,weapon_knife
False,13360,shawty#)$@,76561199557907229,weapon_knife
False,13418,prosto bo$$,76561199068251294,weapon_knife
False,13478,prosto bo$$,76561199068251294,weapon_knife
False,13543,prosto bo$$,76561199068251294,weapon_knife
False,13819,prosto bo$$,76561199068251294,weapon_knife
False,14259,Moon,76561198049602148,weapon_mp7
False,14264,Moon,76561198049602148,weapon_mp7
True,14268,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,14269,Moon,76561198049602148,weapon_mp7
False,14274,Moon,76561198049602148,weapon_mp7
True,14274,Simple Dimple skins.army,76561199433997570,weapon_m4a1_silencer
False,14279,Moon,76561198049602148,weapon_mp7
False,14283,shawty#)$@,76561199557907229,weapon_flashbang
False,14284,Moon,76561198049602148,weapon_mp7
False,14289,Moon,76561198049602148,weapon_mp7
False,14294,Moon,76561198049602148,weapon_mp7
False,14300,Moon,76561198049602148,weapon_mp7
False,14305,Moon,76561198049602148,weapon_mp7
False,14402,Faat,76561198171814417,weapon_ssg08
False,14407,Moon,76561198049602148,weapon_mp7
True,14410,prosto bo$$,76561199068251294,weapon_m4a1_silencer
False,14412,Moon,76561198049602148,weapon_mp7
False,14417,Moon,76561198049602148,weapon_mp7
True,14417,prosto bo$$,76561199068251294,weapon_m4a1_silencer
False,14422,Moon,76561198049602148,weapon_mp7
True,14423,prosto bo$$,76561199068251294,weapon_m4a1_silencer
True,14429,prosto bo$$,76561199068251294,weapon_m4a1_silencer
False,14432,shawty#)$@,76561199557907229,weapon_mp9
True,14436,prosto bo$$,76561199068251294,weapon_m4a1_silencer
False,14437,shawty#)$@,76561199557907229,weapon_mp9
False,14441,shawty#)$@,76561199557907229,weapon_mp9
True,14442,prosto bo$$,76561199068251294,weapon_m4a1_silencer
False,14446,shawty#)$@,76561199557907229,weapon_mp9
False,14450,shawty#)$@,76561199557907229,weapon_mp9
False,14455,shawty#)$@,76561199557907229,weapon_mp9
False,14459,shawty#)$@,76561199557907229,weapon_mp9
False,14464,shawty#)$@,76561199557907229,weapon_mp9
False,14686,frees.tyler,76561198002613044,weapon_mac10
False,14691,frees.tyler,76561198002613044,weapon_mac10
False,14695,frees.tyler,76561198002613044,weapon_mac10
False,14700,frees.tyler,76561198002613044,weapon_mac10
False,14705,frees.tyler,76561198002613044,weapon_mac10
False,14710,frees.tyler,76561198002613044,weapon_mac10
False,14715,frees.tyler,76561198002613044,weapon_mac10
False,14718,shawty#)$@,76561199557907229,weapon_mp9
False,14719,frees.tyler,76561198002613044,weapon_mac10
False,14722,shawty#)$@,76561199557907229,weapon_mp9
False,14724,frees.tyler,76561198002613044,weapon_mac10
False,14727,shawty#)$@,76561199557907229,weapon_mp9
False,14729,frees.tyler,76561198002613044,weapon_mac10
False,14731,shawty#)$@,76561199557907229,weapon_mp9
False,14734,frees.tyler,76561198002613044,weapon_mac10
False,14736,shawty#)$@,76561199557907229,weapon_mp9
False,14739,frees.tyler,76561198002613044,weapon_mac10
False,14743,frees.tyler,76561198002613044,weapon_mac10
False,14748,frees.tyler,76561198002613044,weapon_mac10
False,14753,frees.tyler,76561198002613044,weapon_mac10
False,14758,frees.tyler,76561198002613044,weapon_mac10
False,14763,frees.tyler,76561198002613044,weapon_mac10
False,14930,frees.tyler,76561198002613044,weapon_mp9
False,14935,frees.tyler,76561198002613044,weapon_mp9
False,14939,frees.tyler,76561198002613044,weapon_mp9
True,14942,prosto bo$$,76561199068251294,weapon_m4a1_silencer
False,14944,frees.tyler,76561198002613044,weapon_mp9
False,14948,frees.tyler,76561198002613044,weapon_mp9
True,14949,prosto bo$$,76561199068251294,weapon_m4a1_silencer
False,14953,Faat,76561198171814417,weapon_ssg08
False,14953,frees.tyler,76561198002613044,weapon_mp9
False,14957,frees.tyler,76561198002613044,weapon_mp9
False,14962,frees.tyler,76561198002613044,weapon_mp9
False,14966,frees.tyler,76561198002613044,weapon_mp9
False,14971,frees.tyler,76561198002613044,weapon_mp9
False,14975,frees.tyler,76561198002613044,weapon_mp9
False,14980,frees.tyler,76561198002613044,weapon_mp9
False,14984,frees.tyler,76561198002613044,weapon_mp9
False,16682,RME | Пацан,76561199826895670,weapon_knife_canis
False,16771,shawty#)$@,76561199557907229,weapon_knife
False,16797,shawty#)$@,76561199557907229,weapon_knife
False,16875,prosto bo$$,76561199068251294,weapon_deagle
False,16940,Faat,76561198171814417,weapon_ssg08
False,16978,prosto bo$$,76561199068251294,weapon_deagle
False,17023,prosto bo$$,76561199068251294,weapon_deagle
False,17030,Simple Dimple skins.army,76561199433997570,weapon_deagle
False,17056,prosto bo$$,76561199068251294,weapon_deagle
False,17116,shawty#)$@,76561199557907229,weapon_smokegrenade
False,17133,Moon,76561198049602148,weapon_flashbang
False,17281,Moon,76561198049602148,weapon_flashbang
False,17284,prosto bo$$,76561199068251294,weapon_knife
False,17326,zig,76561198274174345,weapon_galilar
True,17326,RME | Пацан,76561199826895670,weapon_m4a1_silencer
False,17331,zig,76561198274174345,weapon_galilar
True,17332,RME | Пацан,76561199826895670,weapon_m4a1_silencer
False,17337,zig,76561198274174345,weapon_galilar
True,17339,RME | Пацан,76561199826895670,weapon_m4a1_silencer
False,17343,zig,76561198274174345,weapon_galilar
True,17345,RME | Пацан,76561199826895670,weapon_m4a1_silencer
False,17349,zig,76561198274174345,weapon_galilar
True,17352,RME | Пацан,76561199826895670,weapon_m4a1_silencer
False,17354,zig,76561198274174345,weapon_galilar
True,17358,RME | Пацан,76561199826895670,weapon_m4a1_silencer
True,17364,RME | Пацан,76561199826895670,weapon_m4a1_silencer
True,17371,RME | Пацан,76561199826895670,weapon_m4a1_silencer
False,17393,Simple Dimple skins.army,76561199433997570,weapon_hegrenade
True,17418,RME | Пацан,76561199826895670,weapon_m4a1_silencer
True,17425,RME | Пацан,76561199826895670,weapon_m4a1_silencer
True,17431,RME | Пацан,76561199826895670,weapon_m4a1_silencer
True,17437,RME | Пацан,76561199826895670,weapon_m4a1_silencer
False,17479,prosto bo$$,76561199068251294,weapon_knife
False,17540,frees.tyler,76561198002613044,weapon_mp9
False,17543,Worfy,76561199052717313,weapon_smokegrenade
False,17544,frees.tyler,76561198002613044,weapon_mp9
False,17549,frees.tyler,76561198002613044,weapon_mp9
False,17553,frees.tyler,76561198002613044,weapon_mp9
False,17558,frees.tyler,76561198002613044,weapon_mp9
False,17562,frees.tyler,76561198002613044,weapon_mp9
False,17566,frees.tyler,76561198002613044,weapon_mp9
False,17571,frees.tyler,76561198002613044,weapon_mp9
False,17575,frees.tyler,76561198002613044,weapon_mp9
False,17577,Wybaczam.oficjalnie skins.army,76561199256543526,weapon_knife
False,17580,frees.tyler,76561198002613044,weapon_mp9
False,17584,frees.tyler,76561198002613044,weapon_mp9
False,17589,frees.tyler,76561198002613044,weapon_mp9
False,17593,frees.tyler,76561198002613044,weapon_mp9
False,17598,frees.tyler,76561198002613044,weapon_mp9
False,17602,frees.tyler,76561198002613044,weapon_mp9
False,17607,frees.tyler,76561198002613044,weapon_mp9
False,17611,frees.tyler,76561198002613044,weapon_mp9
False,17616,frees.tyler,76561198002613044,weapon_mp9
False,17620,frees.tyler,76561198002613044,weapon_mp9
False,17625,frees.tyler,76561198002613044,weapon_mp9
False,17629,frees.tyler,76561198002613044,weapon_mp9
False,17634,frees.tyler,76561198002613044,weapon_mp9
False,17638,frees.tyler,76561198002613044,weapon_mp9
False,17643,frees.tyler,76561198002613044,weapon_mp9
False,17647,frees.tyler,76561198002613044,weapon_mp9
False,17652,frees.tyler,76561198002613044,weapon_mp9
False,17656,frees.tyler,76561198002613044,weapon_mp9
False,17670,Worfy,76561199052717313,weapon_knife_push
False,17732,Simple Dimple skins.army,76561199433997570,weapon_flashbang
False,17812,frees.tyler,76561198002613044,weapon_flashbang
False,18025,Simple Dimple skins.army,76561199433997570,weapon_deagle
False,18038,Worfy,76561199052717313,weapon_ak47
False,18045,Worfy,76561199052717313,weapon_ak47
False,18046,Simple Dimple skins.army,76561199433997570,weapon_deagle
False,18051,Worfy,76561199052717313,weapon_ak47
True,18055,Moon,76561198049602148,weapon_m4a1_silencer
False,18057,Worfy,76561199052717313,weapon_ak47
True,18061,Moon,76561198049602148,weapon_m4a1_silencer
False,18063,shawty#)$@,76561199557907229,weapon_deagle
False,18064,Worfy,76561199052717313,weapon_ak47
True,18068,Moon,76561198049602148,weapon_m4a1_silencer
False,18070,Worfy,76561199052717313,weapon_ak47
True,18074,Moon,76561198049602148,weapon_m4a1_silencer
False,18075,Simple Dimple skins.army,76561199433997570,weapon_deagle
False,18077,Worfy,76561199052717313,weapon_ak47
True,18081,Moon,76561198049602148,weapon_m4a1_silencer
False,18083,Worfy,76561199052717313,weapon_ak47
True,18087,Moon,76561198049602148,weapon_m4a1_silencer
True,18093,Moon,76561198049602148,weapon_m4a1_silencer
True,18100,Moon,76561198049602148,weapon_m4a1_silencer
True,18106,Moon,76561198049602148,weapon_m4a1_silencer
True,18113,Moon,76561198049602148,weapon_m4a1_silencer
True,18119,Moon,76561198049602148,weapon_m4a1_silencer
False,18194,frees.tyler,76561198002613044,weapon_smokegrenade
False,18268,Worfy,76561199052717313,weapon_ak47
False,18274,Worfy,76561199052717313,weapon_ak47
False,18939,prosto bo$$,76561199068251294,weapon_knife
False,19097,frees.tyler,76561198002613044,weapon_hegrenade
False,19324,RME | Пацан,76561199826895670,weapon_smokegrenade
False,19448,frees.tyler,76561198002613044,weapon_molotov
False,19824,Moon,76561198049602148,weapon_smokegrenade
False,20200,Worfy,76561199052717313,weapon_knife_push
False,20227,Worfy,76561199052717313,weapon_knife_push
False,20255,Worfy,76561199052717313,weapon_knife_push
False,20272,prosto bo$$,76561199068251294,weapon_deagle
False,20275,frees.tyler,76561198002613044,weapon_mp9
False,20280,frees.tyler,76561198002613044,weapon_mp9
False,20283,Worfy,76561199052717313,weapon_knife_push
False,20284,frees.tyler,76561198002613044,weapon_mp9
False,20296,prosto bo$$,76561199068251294,weapon_deagle
False,20312,Worfy,76561199052717313,weapon_knife_push
False,20342,Worfy,76561199052717313,weapon_knife_push
False,20713,Faat,76561198171814417,weapon_ssg08
False,20731,prosto bo$$,76561199068251294,weapon_deagle
False,20782,prosto bo$$,76561199068251294,weapon_deagle
False,21073,Worfy,76561199052717313,weapon_ak47
False,21079,Worfy,76561199052717313,weapon_ak47
False,21086,Worfy,76561199052717313,weapon_ak47
False,21092,Worfy,76561199052717313,weapon_ak47
True,21218,RME | Пацан,76561199826895670,weapon_m4a1_silencer
True,21225,RME | Пацан,76561199826895670,weapon_m4a1_silencer
True,21231,RME | Пацан,76561199826895670,weapon_m4a1_silencer
True,21295,Moon,76561198049602148,weapon_m4a1_silencer
True,21301,Moon,76561198049602148,weapon_m4a1_silencer
